2025-06-26 20:06:39,Thumbs Up,active,1
2025-06-26 20:06:49,3 fingers,neutral,0
2025-06-26 20:06:49,3 fingers,active,0
2025-06-26 20:06:49,3 fingers,active,0
2025-06-26 20:06:49,3 fingers,drowsy,0
2025-06-26 20:06:49,3 fingers,neutral,0
2025-06-26 20:06:49,3 fingers,drowsy,0
2025-06-26 20:06:49,3 fingers,active,0
2025-06-26 20:06:50,3 fingers,drowsy,0
2025-06-26 20:06:50,Victory,neutral,0
2025-06-26 20:06:50,Victory,active,0
2025-06-26 20:06:50,Thumbs Up,drowsy,0
2025-06-26 20:06:50,Thumbs Up,neutral,0
2025-06-26 20:06:52,3 fingers,drowsy,0
2025-06-26 20:06:52,3 fingers,drowsy,0
2025-06-26 20:06:52,3 fingers,drowsy,0
2025-06-26 20:06:52,3 fingers,drowsy,0
2025-06-26 20:06:52,3 fingers,drowsy,0
2025-06-26 20:06:52,3 fingers,drowsy,0
2025-06-26 20:06:52,3 fingers,neutral,0
2025-06-26 20:06:52,3 fingers,neutral,0
2025-06-26 20:06:52,3 fingers,active,0
2025-06-26 20:06:52,3 fingers,drowsy,0
2025-06-26 20:06:52,3 fingers,drowsy,0
2025-06-26 20:06:52,3 fingers,drowsy,0
2025-06-26 20:06:53,3 fingers,drowsy,0
2025-06-26 20:06:53,3 fingers,active,0
2025-06-26 20:06:53,3 fingers,active,0
2025-06-26 20:06:53,3 fingers,neutral,0
2025-06-26 20:06:53,3 fingers,active,0
2025-06-26 20:06:53,3 fingers,drowsy,0
2025-06-26 20:06:53,3 fingers,neutral,0
2025-06-26 20:06:53,3 fingers,drowsy,0
2025-06-26 20:06:53,3 fingers,neutral,0
2025-06-26 20:06:53,3 fingers,active,0
2025-06-26 20:06:53,3 fingers,drowsy,0
2025-06-26 20:06:53,3 fingers,drowsy,0
2025-06-26 20:06:53,3 fingers,active,0
2025-06-26 20:06:54,3 fingers,active,0
2025-06-26 20:06:54,3 fingers,drowsy,0
2025-06-26 20:06:54,3 fingers,active,0
2025-06-26 20:06:54,3 fingers,neutral,0
2025-06-26 20:06:54,3 fingers,drowsy,0
2025-06-26 20:06:54,3 fingers,active,0
2025-06-26 20:06:54,3 fingers,drowsy,0
2025-06-26 20:06:54,3 fingers,drowsy,0
2025-06-26 20:06:54,3 fingers,neutral,0
2025-06-26 20:06:54,3 fingers,active,0
2025-06-26 20:06:54,3 fingers,drowsy,0
2025-06-26 20:06:55,3 fingers,drowsy,0
2025-06-26 20:06:55,3 fingers,neutral,0
2025-06-26 20:06:55,3 fingers,active,0
2025-06-26 20:06:55,3 fingers,neutral,0
2025-06-26 20:06:55,3 fingers,neutral,0
2025-06-26 20:06:55,3 fingers,active,0
2025-06-26 20:06:55,3 fingers,neutral,0
2025-06-26 20:06:55,3 fingers,drowsy,0
2025-06-26 20:06:55,3 fingers,neutral,0
2025-06-26 20:06:55,3 fingers,neutral,0
2025-06-26 20:06:55,3 fingers,neutral,0
2025-06-26 20:06:56,3 fingers,drowsy,0
2025-06-26 20:06:56,3 fingers,neutral,0
2025-06-26 20:06:56,3 fingers,neutral,0
2025-06-26 20:06:56,3 fingers,active,0
2025-06-26 20:06:56,3 fingers,neutral,0
2025-06-26 20:06:56,3 fingers,active,0
2025-06-26 20:06:56,3 fingers,neutral,0
2025-06-26 20:06:56,Victory,active,0
2025-06-26 20:07:10,Open Palm,neutral,0
2025-06-26 20:07:10,Open Palm,active,0
2025-06-26 20:07:10,Open Palm,drowsy,0
2025-06-26 20:07:11,Open Palm,active,0
2025-06-26 20:07:11,Open Palm,active,0
2025-06-26 20:07:11,Open Palm,active,0
2025-06-26 20:07:11,Open Palm,neutral,0
2025-06-26 20:07:11,Open Palm,active,0
2025-06-26 20:07:11,Open Palm,neutral,0
2025-06-26 20:07:11,Open Palm,active,0
2025-06-26 20:07:11,Open Palm,drowsy,0
2025-06-26 20:07:11,Open Palm,active,0
2025-06-26 20:07:11,Open Palm,active,0
2025-06-26 20:07:11,Open Palm,neutral,0
2025-06-26 20:07:12,Open Palm,neutral,0
2025-06-26 20:07:12,Open Palm,drowsy,0
2025-06-26 20:07:12,Open Palm,active,0
2025-06-26 20:07:12,Open Palm,drowsy,0
2025-06-26 20:07:12,Open Palm,drowsy,0
2025-06-26 20:07:12,Open Palm,drowsy,0
2025-06-26 20:07:12,Open Palm,drowsy,0
2025-06-26 20:07:12,Open Palm,drowsy,0
2025-06-26 20:07:12,Open Palm,neutral,0
2025-06-26 20:07:12,Open Palm,active,0
2025-06-26 20:07:13,Open Palm,drowsy,0
2025-06-26 20:07:13,Open Palm,active,0
2025-06-26 20:07:13,Open Palm,drowsy,0
2025-06-26 20:07:13,Open Palm,neutral,0
2025-06-26 20:07:13,4 fingers,active,0
2025-06-26 20:07:13,4 fingers,active,0
2025-06-26 20:07:13,4 fingers,drowsy,0
2025-06-26 20:07:13,4 fingers,active,0
2025-06-26 20:07:13,4 fingers,neutral,0
2025-06-26 20:07:13,4 fingers,active,0
2025-06-26 20:07:13,4 fingers,drowsy,0
2025-06-26 20:07:14,4 fingers,drowsy,0
2025-06-26 20:07:14,4 fingers,neutral,0
2025-06-26 20:07:14,4 fingers,active,0
2025-06-26 20:07:14,4 fingers,neutral,0
2025-06-26 20:07:14,4 fingers,neutral,0
2025-06-26 20:07:14,4 fingers,active,0
2025-06-26 20:07:14,4 fingers,drowsy,0
2025-06-26 20:07:14,4 fingers,drowsy,0
2025-06-26 20:07:14,4 fingers,drowsy,0
2025-06-26 20:07:14,4 fingers,neutral,0
2025-06-26 20:07:14,4 fingers,neutral,0
2025-06-26 20:07:15,4 fingers,neutral,0
2025-06-26 20:07:15,4 fingers,neutral,0
2025-06-26 20:07:15,4 fingers,active,0
2025-06-26 20:07:15,4 fingers,neutral,0
2025-06-26 20:07:15,Open Palm,active,0
2025-06-26 20:07:15,Open Palm,active,0
2025-06-26 20:07:15,4 fingers,active,0
2025-06-26 20:07:15,4 fingers,drowsy,0
2025-06-26 20:07:15,4 fingers,active,0
2025-06-26 20:07:15,4 fingers,drowsy,0
2025-06-26 20:07:15,4 fingers,active,0
2025-06-26 20:07:16,4 fingers,drowsy,0
2025-06-26 20:07:16,4 fingers,active,0
2025-06-26 20:07:16,Open Palm,neutral,0
2025-06-26 20:07:16,Open Palm,neutral,0
2025-06-26 20:07:16,Open Palm,active,0
2025-06-26 20:07:16,Open Palm,drowsy,0
2025-06-26 20:07:16,4 fingers,drowsy,0
2025-06-26 20:07:16,4 fingers,neutral,0
2025-06-26 20:07:16,4 fingers,drowsy,0
2025-06-26 20:07:16,4 fingers,neutral,0
2025-06-26 20:07:16,4 fingers,drowsy,0
2025-06-26 20:07:17,4 fingers,neutral,0
2025-06-26 20:07:17,4 fingers,active,0
2025-06-26 20:07:17,4 fingers,neutral,0
2025-06-26 20:07:17,4 fingers,drowsy,0
2025-06-26 20:07:17,4 fingers,active,0
2025-06-26 20:07:17,4 fingers,neutral,0
2025-06-26 20:07:17,4 fingers,neutral,0
2025-06-26 20:07:17,4 fingers,drowsy,0
2025-06-26 20:07:17,4 fingers,neutral,0
2025-06-26 20:07:17,4 fingers,drowsy,0
2025-06-26 20:07:17,4 fingers,active,0
2025-06-26 20:07:18,4 fingers,drowsy,0
2025-06-26 20:07:18,4 fingers,active,0
2025-06-26 20:07:18,4 fingers,neutral,0
2025-06-26 20:07:18,4 fingers,active,0
2025-06-26 20:07:18,4 fingers,neutral,0
2025-06-26 20:07:18,3 fingers,active,0
2025-06-26 20:07:18,3 fingers,neutral,0
2025-06-26 20:07:18,3 fingers,active,0
2025-06-26 20:07:18,3 fingers,active,0
2025-06-26 20:07:18,3 fingers,neutral,0
2025-06-26 20:07:18,3 fingers,active,0
2025-06-26 20:07:18,3 fingers,active,0
2025-06-26 20:07:19,3 fingers,neutral,0
2025-06-26 20:07:19,3 fingers,active,0
2025-06-26 20:07:19,3 fingers,drowsy,0
2025-06-26 20:07:19,3 fingers,drowsy,0
2025-06-26 20:07:19,3 fingers,active,0
2025-06-26 20:07:19,3 fingers,active,0
2025-06-26 20:07:19,3 fingers,neutral,0
2025-06-26 20:07:19,3 fingers,active,0
2025-06-26 20:07:19,3 fingers,drowsy,0
2025-06-26 20:07:19,3 fingers,neutral,0
2025-06-26 20:07:19,3 fingers,neutral,0
2025-06-26 20:07:20,3 fingers,drowsy,0
2025-06-26 20:07:20,4 fingers,neutral,0
2025-06-26 20:07:20,4 fingers,neutral,0
2025-06-26 20:07:20,4 fingers,neutral,0
2025-06-26 20:07:20,4 fingers,neutral,0
2025-06-26 20:07:20,4 fingers,neutral,0
2025-06-26 20:07:20,4 fingers,neutral,0
2025-06-26 20:07:20,3 fingers,drowsy,0
2025-06-26 20:07:20,3 fingers,neutral,0
2025-06-26 20:07:20,3 fingers,active,0
2025-06-26 20:07:21,3 fingers,drowsy,0
2025-06-26 20:07:21,3 fingers,drowsy,0
2025-06-26 20:07:21,3 fingers,active,0
2025-06-26 20:07:21,3 fingers,active,0
2025-06-26 20:07:21,3 fingers,active,0
2025-06-26 20:07:21,3 fingers,drowsy,0
2025-06-26 20:07:21,4 fingers,drowsy,0
2025-06-26 20:07:21,3 fingers,active,0
2025-06-26 20:07:21,3 fingers,drowsy,0
2025-06-26 20:07:21,3 fingers,neutral,0
2025-06-26 20:07:22,3 fingers,active,0
2025-06-26 20:07:22,3 fingers,drowsy,0
2025-06-26 20:07:22,3 fingers,active,0
2025-06-26 20:07:22,4 fingers,neutral,0
2025-06-26 20:07:22,4 fingers,active,0
2025-06-26 20:07:22,4 fingers,active,0
2025-06-26 20:07:22,4 fingers,drowsy,0
2025-06-26 20:07:22,4 fingers,active,0
2025-06-26 20:07:22,4 fingers,drowsy,0
2025-06-26 20:07:22,4 fingers,active,0
2025-06-26 20:07:22,4 fingers,active,0
2025-06-26 20:07:23,4 fingers,neutral,0
2025-06-26 20:07:23,4 fingers,active,0
2025-06-26 20:07:23,4 fingers,active,0
2025-06-26 20:07:23,4 fingers,active,0
2025-06-26 20:07:23,4 fingers,drowsy,0
2025-06-26 20:07:23,4 fingers,neutral,0
2025-06-26 20:07:23,3 fingers,drowsy,0
2025-06-26 20:07:23,3 fingers,active,0
2025-06-26 20:07:23,Fist,active,1
2025-06-26 20:08:22,Thumbs Up,neutral,0
2025-06-26 20:08:22,Fist,drowsy,0
2025-06-26 20:08:22,Thumbs Up,drowsy,0
2025-06-26 20:08:23,Thumbs Up,active,1
2025-06-26 20:08:28,Thumbs Up,active,1
2025-06-26 20:08:39,Thumbs Up,active,1
2025-06-26 20:08:45,Fist,active,1
2025-06-26 20:09:01,Fist,active,1
2025-06-26 20:09:18,Open Palm,neutral,0
2025-06-26 20:09:18,Open Palm,neutral,0
2025-06-26 20:09:18,Open Palm,drowsy,0
2025-06-26 20:09:18,Open Palm,drowsy,0
2025-06-26 20:09:18,Open Palm,neutral,0
2025-06-26 20:09:18,Open Palm,neutral,0
2025-06-26 20:09:18,Open Palm,neutral,0
2025-06-26 20:09:18,Open Palm,drowsy,0
2025-06-26 20:09:18,Open Palm,active,0
2025-06-26 20:09:18,Open Palm,drowsy,0
2025-06-26 20:09:19,Open Palm,drowsy,0
2025-06-26 20:09:19,Open Palm,active,0
2025-06-26 20:09:19,Open Palm,neutral,0
2025-06-26 20:09:19,Open Palm,neutral,0
2025-06-26 20:09:19,3 fingers,drowsy,0
2025-06-26 20:09:19,Thumbs Up,active,1
2025-06-26 20:13:23,4 fingers,drowsy,0
2025-06-26 20:13:23,4 fingers,drowsy,0
2025-06-26 20:13:23,4 fingers,neutral,0
2025-06-26 20:13:23,4 fingers,active,0
2025-06-26 20:13:23,4 fingers,active,0
2025-06-26 20:13:23,4 fingers,neutral,0
2025-06-26 20:13:23,4 fingers,active,0
2025-06-26 20:13:23,4 fingers,active,0
2025-06-26 20:13:23,4 fingers,active,0
2025-06-26 20:13:23,4 fingers,active,0
2025-06-26 20:13:23,4 fingers,drowsy,0
2025-06-26 20:13:24,4 fingers,drowsy,0
2025-06-26 20:13:24,4 fingers,neutral,0
2025-06-26 20:13:24,4 fingers,drowsy,0
2025-06-26 20:13:24,4 fingers,active,0
2025-06-26 20:13:24,4 fingers,neutral,0
2025-06-26 20:13:24,4 fingers,neutral,0
2025-06-26 20:13:24,4 fingers,drowsy,0
2025-06-26 20:13:24,4 fingers,drowsy,0
2025-06-26 20:13:24,4 fingers,drowsy,0
2025-06-26 20:13:24,4 fingers,drowsy,0
2025-06-26 20:13:24,4 fingers,drowsy,0
2025-06-26 20:13:24,4 fingers,drowsy,0
2025-06-26 20:13:24,4 fingers,active,0
2025-06-26 20:13:25,4 fingers,active,0
2025-06-26 20:13:25,4 fingers,neutral,0
2025-06-26 20:13:25,4 fingers,neutral,0
2025-06-26 20:13:25,4 fingers,neutral,0
2025-06-26 20:13:25,4 fingers,active,0
2025-06-26 20:13:25,Thumbs Up,active,1
2025-06-26 20:13:33,Fist,neutral,0
2025-06-26 20:13:33,Fist,drowsy,0
2025-06-26 20:13:33,Fist,drowsy,0
2025-06-26 20:13:33,Fist,drowsy,0
2025-06-26 20:13:33,Fist,neutral,0
2025-06-26 20:13:33,Fist,active,1
2025-06-26 20:14:09,Fist,neutral,0
2025-06-26 20:14:09,Fist,drowsy,0
2025-06-26 20:14:09,Fist,active,1
2025-06-26 20:14:18,Victory,drowsy,0
2025-06-26 20:14:18,Victory,neutral,0
2025-06-26 20:14:18,Victory,neutral,0
2025-06-26 20:14:18,Victory,neutral,0
2025-06-26 20:14:18,3 fingers,drowsy,0
2025-06-26 20:14:18,3 fingers,neutral,0
2025-06-26 20:14:18,3 fingers,neutral,0
2025-06-26 20:14:18,3 fingers,neutral,0
2025-06-26 20:14:18,3 fingers,neutral,0
2025-06-26 20:14:18,3 fingers,active,0
2025-06-26 20:14:19,3 fingers,active,0
2025-06-26 20:14:19,3 fingers,drowsy,0
2025-06-26 20:14:19,3 fingers,neutral,0
2025-06-26 20:14:19,3 fingers,drowsy,0
2025-06-26 20:14:19,3 fingers,active,0
2025-06-26 20:14:19,Victory,active,0
2025-06-26 20:14:19,Victory,neutral,0
2025-06-26 20:14:19,Victory,drowsy,0
2025-06-26 20:14:19,Victory,drowsy,0
2025-06-26 20:14:19,Victory,neutral,0
2025-06-26 20:14:19,Victory,drowsy,0
2025-06-26 20:14:19,Victory,neutral,0
2025-06-26 20:14:20,Victory,active,0
2025-06-26 20:14:20,Victory,active,0
2025-06-26 20:14:20,Victory,neutral,0
2025-06-26 20:14:20,Victory,active,0
2025-06-26 20:14:20,Victory,neutral,0
2025-06-26 20:14:20,Victory,drowsy,0
2025-06-26 20:14:20,Victory,neutral,0
2025-06-26 20:14:20,Victory,neutral,0
2025-06-26 20:14:20,Victory,drowsy,0
2025-06-26 20:14:20,Victory,neutral,0
2025-06-26 20:14:20,Victory,neutral,0
2025-06-26 20:14:20,Victory,neutral,0
2025-06-26 20:14:20,Victory,neutral,0
2025-06-26 20:14:21,Victory,drowsy,0
2025-06-26 20:14:21,Victory,neutral,0
2025-06-26 20:14:21,Victory,neutral,0
2025-06-26 20:14:21,Victory,neutral,0
2025-06-26 20:14:21,Victory,drowsy,0
2025-06-26 20:14:21,Victory,active,0
2025-06-26 20:14:21,Victory,active,0
2025-06-26 20:14:21,Victory,active,0
2025-06-26 20:14:21,Victory,neutral,0
2025-06-26 20:14:21,Victory,neutral,0
2025-06-26 20:14:21,Victory,drowsy,0
2025-06-26 20:14:21,Victory,drowsy,0
2025-06-26 20:14:21,Victory,active,0
2025-06-26 20:14:22,Victory,active,0
2025-06-26 20:14:22,Victory,active,0
2025-06-26 20:14:22,Victory,drowsy,0
2025-06-26 20:14:22,Victory,drowsy,0
2025-06-26 20:14:22,Victory,drowsy,0
2025-06-26 20:14:22,Victory,drowsy,0
2025-06-26 20:14:22,Victory,neutral,0
2025-06-26 20:14:22,Victory,active,0
2025-06-26 20:14:22,Victory,neutral,0
2025-06-26 20:14:22,Victory,neutral,0
2025-06-26 20:14:22,Victory,active,0
2025-06-26 20:14:22,Victory,neutral,0
2025-06-26 20:14:22,Victory,neutral,0
2025-06-26 20:14:23,Victory,drowsy,0
2025-06-26 20:14:23,Victory,neutral,0
2025-06-26 20:14:23,Victory,active,0
2025-06-26 20:14:23,Victory,active,0
2025-06-26 20:14:23,Victory,drowsy,0
2025-06-26 20:14:23,Victory,active,0
2025-06-26 20:14:23,Victory,active,0
2025-06-26 20:14:23,Victory,drowsy,0
2025-06-26 20:14:23,Victory,neutral,0
2025-06-26 20:14:23,Victory,drowsy,0
2025-06-26 20:14:23,Victory,active,0
2025-06-26 20:14:23,Victory,drowsy,0
2025-06-26 20:14:23,Victory,neutral,0
2025-06-26 20:14:24,Victory,neutral,0
2025-06-26 20:14:24,Victory,drowsy,0
2025-06-26 20:14:24,Victory,neutral,0
2025-06-26 20:14:24,Victory,neutral,0
2025-06-26 20:14:24,Victory,active,0
2025-06-26 20:14:24,Victory,neutral,0
2025-06-26 20:14:24,Victory,active,0
2025-06-26 20:14:24,Fist,neutral,0
2025-06-26 20:14:24,Fist,neutral,0
2025-06-26 20:14:24,Fist,drowsy,0
2025-06-26 20:16:57,Victory,neutral,0
2025-06-26 20:16:57,Victory,neutral,0
2025-06-26 20:16:58,Victory,drowsy,0
2025-06-26 20:16:58,Victory,neutral,0
2025-06-26 20:16:58,Victory,neutral,0
2025-06-26 20:16:58,Victory,drowsy,0
2025-06-26 20:16:58,Victory,drowsy,0
2025-06-26 20:16:58,Victory,active,0
2025-06-26 20:16:58,Victory,neutral,0
2025-06-26 20:16:58,Victory,active,0
2025-06-26 20:16:58,Victory,neutral,0
2025-06-26 20:16:58,Victory,neutral,0
2025-06-26 20:16:58,Victory,neutral,0
2025-06-26 20:16:58,Victory,active,0
2025-06-26 20:16:58,Victory,drowsy,0
2025-06-26 20:16:59,Victory,drowsy,0
2025-06-26 20:16:59,Victory,neutral,0
2025-06-26 20:16:59,Victory,drowsy,0
2025-06-26 20:16:59,Victory,active,0
2025-06-26 20:16:59,Victory,neutral,0
2025-06-26 20:16:59,Victory,drowsy,0
2025-06-26 20:16:59,Victory,neutral,0
2025-06-26 20:16:59,Victory,drowsy,0
2025-06-26 20:16:59,Victory,neutral,0
2025-06-26 20:16:59,Victory,neutral,0
2025-06-26 20:16:59,Victory,active,0
2025-06-26 20:16:59,Victory,active,0
2025-06-26 20:17:00,Victory,neutral,0
2025-06-26 20:17:00,Victory,neutral,0
2025-06-26 20:17:00,Victory,active,0
2025-06-26 20:17:00,Victory,neutral,0
2025-06-26 20:17:00,Victory,drowsy,0
2025-06-26 20:17:00,Victory,active,0
2025-06-26 20:17:00,Victory,neutral,0
2025-06-26 20:17:00,Victory,drowsy,0
2025-06-26 20:17:00,Victory,drowsy,0
2025-06-26 20:17:00,Victory,neutral,0
2025-06-26 20:17:00,Victory,neutral,0
2025-06-26 20:17:00,Victory,neutral,0
2025-06-26 20:17:00,Victory,drowsy,0
2025-06-26 20:17:00,Victory,neutral,0
2025-06-26 20:17:01,Victory,active,0
2025-06-26 20:17:01,Fist,drowsy,0
2025-06-26 20:17:01,Fist,drowsy,0
2025-06-26 20:17:01,Fist,neutral,0
2025-06-26 20:17:01,Fist,neutral,0
2025-06-26 20:17:01,Thumbs Up,neutral,0
2025-06-26 20:17:01,Fist,drowsy,0
2025-06-26 20:17:01,Fist,neutral,0
2025-06-26 20:17:03,3 fingers,drowsy,0
2025-06-26 20:17:03,3 fingers,drowsy,0
2025-06-26 20:17:03,3 fingers,drowsy,0
2025-06-26 20:17:03,3 fingers,neutral,0
2025-06-26 20:17:03,3 fingers,active,0
2025-06-26 20:17:03,3 fingers,neutral,0
2025-06-26 20:17:03,3 fingers,neutral,0
2025-06-26 20:17:04,3 fingers,active,0
2025-06-26 20:17:04,3 fingers,drowsy,0
2025-06-26 20:17:04,1 fingers,neutral,0
2025-06-26 20:17:04,1 fingers,drowsy,0
2025-06-26 20:17:05,Victory,drowsy,0
2025-06-26 20:17:05,Victory,neutral,0
2025-06-26 20:17:05,Victory,neutral,0
2025-06-26 20:17:05,Thumbs Up,active,1
2025-06-26 20:17:12,Fist,active,1
2025-06-26 20:17:20,4 fingers,drowsy,0
2025-06-26 20:17:20,4 fingers,drowsy,0
2025-06-26 20:17:20,Open Palm,neutral,0
2025-06-26 20:17:21,Open Palm,active,0
2025-06-26 20:17:21,Open Palm,drowsy,0
2025-06-26 20:17:21,Open Palm,drowsy,0
2025-06-26 20:17:21,Open Palm,drowsy,0
2025-06-26 20:17:21,Open Palm,neutral,0
2025-06-26 20:17:21,Open Palm,drowsy,0
2025-06-26 20:17:21,Open Palm,active,0
2025-06-26 20:17:21,Open Palm,active,0
2025-06-26 20:17:21,Open Palm,active,0
2025-06-26 20:17:21,Open Palm,active,0
2025-06-26 20:17:21,Open Palm,drowsy,0
2025-06-26 20:17:21,Open Palm,neutral,0
2025-06-26 20:17:21,Open Palm,neutral,0
2025-06-26 20:17:22,Open Palm,neutral,0
2025-06-26 20:17:22,Open Palm,drowsy,0
2025-06-26 20:17:22,Open Palm,active,0
2025-06-26 20:17:22,Open Palm,active,0
2025-06-26 20:17:22,4 fingers,drowsy,0
2025-06-26 20:17:22,Open Palm,neutral,0
2025-06-26 20:17:22,4 fingers,neutral,0
2025-06-26 20:17:22,4 fingers,neutral,0
2025-06-26 20:17:22,4 fingers,drowsy,0
2025-06-26 20:17:22,Open Palm,active,0
2025-06-26 20:17:22,Open Palm,neutral,0
2025-06-26 20:17:22,Open Palm,active,0
2025-06-26 20:17:22,Open Palm,drowsy,0
2025-06-26 20:17:23,Open Palm,drowsy,0
2025-06-26 20:17:23,Open Palm,active,0
2025-06-26 20:17:23,Open Palm,drowsy,0
2025-06-26 20:17:23,4 fingers,active,0
2025-06-26 20:17:23,4 fingers,drowsy,0
2025-06-26 20:17:23,4 fingers,neutral,0
2025-06-26 20:17:23,4 fingers,active,0
2025-06-26 20:17:23,4 fingers,neutral,0
2025-06-26 20:17:23,4 fingers,active,0
2025-06-26 20:17:23,4 fingers,drowsy,0
2025-06-26 20:17:23,4 fingers,active,0
2025-06-26 20:17:23,4 fingers,neutral,0
2025-06-26 20:17:23,4 fingers,active,0
2025-06-26 20:17:23,4 fingers,drowsy,0
2025-06-26 20:17:24,4 fingers,active,0
2025-06-26 20:17:24,4 fingers,neutral,0
2025-06-26 20:17:24,4 fingers,drowsy,0
2025-06-26 20:17:24,Victory,active,0
2025-06-26 20:17:24,Victory,drowsy,0
2025-06-26 20:17:24,1 fingers,active,0
2025-06-26 20:17:24,1 fingers,neutral,0
2025-06-26 20:17:24,1 fingers,drowsy,0
2025-06-26 20:17:24,1 fingers,active,0
2025-06-26 20:17:24,1 fingers,drowsy,0
